name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;291;0;428;3041;1553;3041;1393;0
header;243;233;243;271;1894;271;1894;233
B;730;484;730;495;737;495;737;484
B;1254;792;1254;818;1268;818;1268;792
A;331;855;331;866;337;866;337;855
B;1055;945;1055;972;1075;972;1075;945
A;718;1152;718;1155;720;1155;720;1152
A;556;1178;556;1188;563;1188;563;1178
D;1155;1299;1155;1324;1184;1324;1184;1299
A;946;1407;946;1420;953;1420;953;1407
C;719;1442;719;1461;734;1461;734;1442
C;1052;1618;1052;1648;1074;1648;1074;1618
A;442;1775;442;1787;450;1787;450;1775
D;1056;2296;1056;2323;1077;2323;1077;2296
B;807;2346;807;2360;816;2360;816;2346
A;1396;2429;1396;2429;1396;2429;1396;2429
A;714;2886;714;2900;723;2900;723;2886
A;492;2888;492;2902;501;2902;501;2888
A;923;2893;923;2898;927;2898;927;2893
A;879;2921;879;2935;888;2935;888;2921
A;934;2941;934;2947;939;2947;939;2941
