name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;455;0;660;3035;1552;3035;1643;0
header;203;123;203;154;1824;154;1824;123
A;997;190;997;216;1020;216;1020;190
B;1002;864;1002;892;1023;892;1023;864
B;1576;1362;1576;1376;1586;1376;1586;1362
C;998;1496;998;1526;1019;1526;1019;1496
A;1374;1780;1374;1787;1381;1787;1381;1780
A;1130;1917;1130;1925;1138;1925;1138;1917
B;687;2099;687;2117;701;2117;701;2099
A;1226;2137;1226;2163;1240;2163;1240;2137
D;1001;2160;1001;2187;1022;2187;1022;2160
A;1519;2190;1519;2196;1524;2196;1524;2190
A;701;2510;701;2513;704;2513;704;2510
B;706;2815;706;2839;723;2839;723;2815
A;778;2823;778;2826;783;2826;783;2823
